forest,effect.size.calc,study.design,include.qual,include.quant,author,title,year,journal,study.id,study.treat,es.id,measure.name,developer,delayed,hedges.g,variance,grade.level,no.disability,group.size.calc,content,prop.females.whole,prop.females.t1,prop.females.t2,prop.black.whole,prop.black.t1,prop.black.t2,prop.hispanic.whole,prop.hispanic.t1,prop.hispanic.t2,prop.white.whole,prop.white.t1,prop.white.t2,prop.native,prop.asian,prop.other.races,txt.name,txt.description,txt.n,txt.sessions,txt.sessions.minutes,algebra,early.numeracy,fractions,geometry,lifeskills,measurement,operations,word.problem,explicit.modeling,explicit.guided,explicit.indep,explicit.feedback,explicit.discourse,group.whole,group.small,group.one,group.size.original,control.name,control.description,qi.1.1,qi.2.1,qi.2.2,qi.3.1,qi.3.2,qi.4.1,qi.4.2,qi.5.1,qi.5.2,qi.5.3,qi.6.1,qi.6.2,qi.6.3,qi.6.4,qi.6.8,qi.6.9,qi.7.1,qi.7.2,qi.7.3,qi.7.4,qi.7.5,qi.7.6,qi.8.1,qi.8.3,qi.g.total,qi.percent,qi.1.1B,qi.2.1B,qi.2.2B,qi.3.1B,qi.3.2B,qi.4.1B,qi.4.2B,qi.5.1B,qi.5.2B,qi.5.3B,qi.6.1B,qi.6.2B,qi.6.3B,qi.6.5B,qi.6.6B,qi.6.7B,qi.7.1B,qi.7.2B,qi.7.3B,qi.7.4B,qi.7.5B,qi.8.2B,qi.s.total
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1453b,Number Sense Brief: Number recognition,0,0,-0.10643,0.046603,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1453e,Number Sense Brief: Number REcognition: Delayed,0,1,-0.23623,0.046861,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1455b,Number Sense Brief: Number comparisons,0,0,0.069364,0.046565,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1455e,Number Sense Brief: Number comparisons: Delayed,0,1,0.059064,0.046557,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1457b,Number Sense Brief: Nonverbal calculation,0,0,0.084081,0.046578,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1457e,Number Sense Brief: Nonverbal calculation: Delayed,0,1,0,0.046537,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1459b,Number Sense Brief: Story Problems,0,0,0,0.046537,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1459e,Number Sense Brief: Story Problems: Delayed,0,1,-0.10031,0.046595,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1461b,Number Sense Brief: Number combinations,0,0,-0.13597,0.046644,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1461e,Number Sense Brief: Number Combinations: Delayed,0,1,0.03818,0.046545,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1463b,Woodcock-Johnson III Test of Achievement: Applied problems and calculation subtests,1,0,-0.05083,0.046552,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1463e,Woodcock-Johnson III Test of Achievement: Applied problems and calculation subtests: Delayed,1,1,-0.28788,0.047019,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1465b,Woodcock-Johnson III Test of Achievement: Applied problems,1,0,-0.04602,0.046549,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1465e,Woodcock-Johnson III Test of Achievement: Applied problems: Delayed,1,1,-0.22414,0.046829,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1467b,Woodcock-Johnson III Test of Achievement: Calculation,1,0,-0.03775,0.046545,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1467e,Woodcock-Johnson III Test of Achievement: Calculation: Delayed,1,1,-0.28592,0.047012,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1469b,Vocabulary,0,0,0.533005,0.048189,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,16
"Jordan et al., 2012",1,rct,1,1,"Jordan, Nancy C. and Glutting, Joseph and Dyson, Nancy and Hassinger-Das, Brenna and Irwin, Casey",Building Kindergartners' Number Sense: A Randomized Controlled Study.,2012,Journal of Educational Psychology,272,272b,1469e,Vocabulary: Delayed,0,1,0.433105,0.047627,early,0,4,early numeracy,0.49,0.4,0.64,0.48,0.45,0.57,0.41,0.4,0.4,0.1,0.14,0.02,0,0,0.01,Language ,story-books with some quantitative vocabulary,42,24,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,4,Control ,regular math instruction ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,16
"Kajamies et al., 2010",1,rct,1,1," Kajamies , A., Marja Vauras & Riitta Kinnunen"," Instructing
Low_Achievers in Mathematical Word Problem Solving",2010,"Scandinavian Journal of Educational
Research",273,273a,1493,Word Problem Solving,0,0,0.854088007,0.272795823,elem,0,2,word problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intervention,Skillful problem solving ,8,14,45,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,1,NA,2,Control ,no special attention during the intervention ,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,16,0.666666667,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,13
"Kajamies et al., 2010",1,rct,1,1," Kajamies , A., Marja Vauras & Riitta Kinnunen"," Instructing
Low_Achievers in Mathematical Word Problem Solving",2010,"Scandinavian Journal of Educational
Research",273,273b,1494,Word Problem Solving,0,1,0.47038849,0.256914542,elem,0,2,word problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reading Comprehension Control ,Reading comprehension strategy intervention (Quest for Meaning),8,14,45,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,1,NA,,Control ,no special attention during the intervention ,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,16,0.666666667,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,13
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276a,1500a,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Number concepts,1,0,2.456003204,0.350798793,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multipedia ,"Clear, illustrtive and colorful graphical lessons were prepared and presented with the help of a computer ",10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,control ,No description ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,9,0.375,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276a,1501a,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Computatonal,1,0,2.533882307,0.360513989,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multipedia ,"Clear, illustrtive and colorful graphical lessons were prepared and presented with the help of a computer ",10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,control ,No description ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,9,0.375,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276a,1502a,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Problem Solving,1,0,2.771566476,0.392039518,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multipedia ,"Clear, illustrtive and colorful graphical lessons were prepared and presented with the help of a computer ",10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,control ,No description ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,9,0.375,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276a,1503a,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Total Achievement,1,0,3.718498992,0.545680869,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multipedia ,"Clear, illustrtive and colorful graphical lessons were prepared and presented with the help of a computer ",10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,control ,No description ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,9,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276a,1504a,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Readiness,1,0,1.849234045,0.285491664,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multipedia ,"Clear, illustrtive and colorful graphical lessons were prepared and presented with the help of a computer ",10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,control ,No description ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,9,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276c,1504b,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Readiness,1,0,2.151250435,0.315696961,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cognitive strategy ,step-wise worksheet for each problem was prepared based on the needs of the chidl ,10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276c,1500b,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Number concepts,1,0,4.362343379,0.675750994,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cognitive strategy ,step-wise worksheet for each problem was prepared based on the needs of the chidl ,10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276c,1501b,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Computatonal,1,0,4.190208895,0.638946265,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cognitive strategy ,step-wise worksheet for each problem was prepared based on the needs of the chidl ,10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276c,1502b,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Problem Solving,1,0,3.670066548,0.536734712,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cognitive strategy ,step-wise worksheet for each problem was prepared based on the needs of the chidl ,10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"Kaur et al., 2008",1,rct,1,1,"Kaur, Taranjit and Kohli, Tehal and Devi, Batani",Impact of Various Instructional Strategies for Enhancing Mathematical Skills of Learning Disabled Children,2008,Journal of Indian Association for Child and Adolescent Mental Health,276,276c,1503b,Assessmetn of the Children with Specific Learning Disabilities in Arithmetic Test: Total Achievement,1,0,6.638422751,1.301716415,elem,0,10,early numeracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cognitive strategy ,step-wise worksheet for each problem was prepared based on the needs of the chidl ,10,NA,40,NA,1,NA,NA,NA,NA,1,1,,NA,NA,NA,,,NA,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
"Kellems et al., 2020",7,scrd,1,1,"Kellems, Ryan O. and Eichelberger, Carrie and Cacciatore, Giulia and Jensen, Mikaela and Frazier, Brynn and Simons, Kalee and Zaru, Mai",Using Video-Based Instruction via Augmented Reality to Teach Mathematics to Middle School Students With Learning Disabilities.,2020,Journal of Learning Disabilities,278,278,1511,percentage of steps students performed in order to solve each type of mathematic problems,0,0,1.49375,0.59192905,sec,0,1,word problems,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Video based mathematics instruction,the effectiveness of video based mathematics instruction for seven middle school students with SLD,7,21,NA,NA,NA,1,NA,NA,1,1,NA,,NA,NA,NA,,,NA,1,,,,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,13,0.772727273,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,17
"Kestel, 2014",1,rct,1,1,"Kestel, E. ",Comparison of a Targeted Intervention Program Delivered Face-to-Face and by Personal Videoconferencing for Primary and Middle School Students with Mathematical Learning Difficulties,2014,"Paper presented at the Annual Meeting of the Mathematics Education Research Group of Australasia (MERGA) (37th, Sydney, New South Wales, Australia, 2014)",279,279,1512,PATMaths 3rd ed.,1,0,0.21523734,0.150772119,sec,1,1,operations,0.63,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,Personal Videoconferencing (PVC),Online tutoring in number sense ,20,24,45,NA,1,NA,NA,NA,NA,1,NA,,NA,NA,NA,1,,NA,1,,Face-to-face (FtF),number sense intervention in person ,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,19,0.791666667,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,15
